,State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,sex_ratio,literacy_rate
226,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,KERALA,3301427,1581678,1719749,1354857,1430551,2194057,452915,630573,404,301,76,23101,343590,783872,71621,155321,559293,609824,1169117,1087.0,84.0
227,Kerala,Thrissur,10.458932647907687,76.12321940836945,594,KERALA,3121200,1480763,1640437,1282261,1396287,1823442,532839,757484,259,278,62,6836,338350,721625,56148,132774,336748,715119,1051867,1108.0,86.0
228,Kerala,Wayanad,11.715277464788736,76.07587007042254,590,KERALA,817420,401684,415736,328136,317449,404460,234185,174453,61,312,1797,2152,23028,149864,4712,15944,266183,11805,277988,1035.0,79.0
229,Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,MADHYA PRADESH,749237,379114,370123,254120,182475,686524,21473,2132,606,86,1653,36763,23388,81338,1290,7266,147388,60325,207713,976.0,58.0
230,Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,MADHYA PRADESH,845071,443837,401234,290304,178805,778214,40707,635,8009,1352,15094,1060,15886,84720,619,6016,169606,37135,206741,904.0,56.0
231,Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,MADHYA PRADESH,1701698,842178,859520,626468,521155,1519384,38542,5295,1050,72162,4778,60487,27283,277927,1712,13306,400074,70793,470867,1021.0,67.0
232,Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,MADHYA PRADESH,1385881,699340,686541,313642,236284,1318869,58222,2967,2361,416,2289,757,30115,181139,1158,8516,250358,48912,299270,982.0,40.0
233,Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,MADHYA PRADESH,1575362,799236,776126,529783,409986,1505745,37590,3271,1078,9651,3759,14268,45270,230974,2109,13755,318945,87704,406649,971.0,60.0
234,Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,MADHYA PRADESH,1703005,926843,776162,676513,418404,1595400,66776,973,4047,12215,19950,3644,32268,107819,1166,14368,271211,88385,359596,837.0,64.0
235,Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,MADHYA PRADESH,2371061,1236130,1134931,920314,740376,1755861,525434,23432,10789,21688,25950,7907,281442,452912,40788,94729,118893,581826,700719,918.0,70.0
236,Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,MADHYA PRADESH,757847,388504,369343,233073,175606,552526,180840,1199,1074,19883,1884,441,40478,112420,986,5058,115979,62861,178840,951.0,54.0
237,Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,MADHYA PRADESH,1762375,936121,826254,572010,371023,1676918,70351,1980,968,250,10409,1499,36506,176056,1880,15567,375869,95048,470917,883.0,54.0
238,Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,MADHYA PRADESH,2090922,1064468,1026454,731294,562904,1923920,100692,4893,2258,24471,7830,26858,73284,344875,3588,20034,413142,140802,553944,964.0,62.0
239,Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,MADHYA PRADESH,1264219,661873,602346,445737,301978,1186420,47966,1681,1096,119,25005,1932,23270,187731,1432,10504,303387,66514,369901,910.0,59.0
240,Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,MADHYA PRADESH,786754,420157,366597,303815,187630,747693,28483,683,490,7923,453,1029,17555,97696,616,5251,160453,43401,203854,873.0,62.0
241,Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,MADHYA PRADESH,1563715,805359,758356,550716,374653,1376591,174259,2355,2330,382,6497,1301,59521,270457,3518,16523,274995,101014,376009,942.0,59.0
242,Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,MADHYA PRADESH,2185793,1112725,1073068,638479,438859,2051219,116202,2261,1607,328,12199,1977,75637,349639,2388,18626,412348,103364,515712,964.0,49.0
243,Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,MADHYA PRADESH,704524,351913,352611,222759,155955,605435,6736,4238,260,61,687,87107,4576,62372,554,6447,218021,9774,227795,1002.0,54.0
244,Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,MADHYA PRADESH,1241519,649362,592157,400537,253443,1172248,49203,1208,3271,529,13474,1586,34184,144248,2482,11740,212765,72320,285085,912.0,53.0
245,Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,MADHYA PRADESH,2032036,1090327,941709,803114,554096,1835299,141735,4119,24790,4361,18058,3674,165061,306859,15779,46454,172720,272172,444892,864.0,67.0
246,Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,MADHYA PRADESH,570465,294838,275627,203807,148743,527462,38640,683,676,93,1573,1338,22174,95066,986,5376,112714,31845,144559,935.0,62.0
247,Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,MADHYA PRADESH,1241350,648725,592625,469199,341445,1175203,52269,4453,3127,1550,3888,860,61415,198076,2871,14456,209650,105746,315396,914.0,65.0
248,Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,MADHYA PRADESH,3276697,1699627,1577070,1289631,1019499,2728225,415142,18523,25696,11496,71667,5948,417170,593576,48691,111478,200371,587947,788318,928.0,70.0
249,Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,MADHYA PRADESH,2463289,1277278,1186011,980307,776161,2159065,203652,23142,13256,4320,33728,26126,192581,452023,20443,58601,272284,352477,624761,929.0,71.0
250,Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,MADHYA PRADESH,1025048,515023,510025,214582,137499,960925,15733,38423,141,65,8871,890,16683,125411,744,5591,211080,24713,235793,990.0,34.0
251,Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,MADHYA PRADESH,1292042,662013,630029,460583,330190,1240650,37232,3158,1167,157,5342,4336,38086,172416,2179,13094,276151,72880,349031,952.0,61.0
252,Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,MADHYA PRADESH,1054905,525272,529633,348033,256929,849518,16558,12450,436,297,1789,173857,18413,143803,912,9042,279674,37258,316932,1008.0,57.0
253,Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,MADHYA PRADESH,1340411,682851,657560,502898,331693,1192588,125548,1120,849,242,19029,1035,47723,239885,2324,12507,302287,81832,384119,963.0,62.0
254,Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,MADHYA PRADESH,1965970,1068417,897553,747652,432033,1875495,76159,1092,557,3234,6681,2752,45113,131486,1781,20172,319298,95288,414586,840.0,60.0
255,Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,MADHYA PRADESH,826067,422653,403414,307889,200945,741288,67324,1508,1110,224,14165,448,34666,145258,1945,8342,174235,67962,242197,954.0,62.0
256,Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,MADHYA PRADESH,1016520,533480,483040,332140,220419,974748,35214,418,186,37,4734,1183,13285,76097,653,8501,256744,32179,288923,905.0,54.0
257,Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,MADHYA PRADESH,1331597,700358,631239,479093,341127,1195235,120331,1725,2262,253,10637,1154,34499,194373,1141,9931,251272,74441,325713,901.0,62.0
258,Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,MADHYA PRADESH,1545814,790212,755602,488797,315448,1433879,106928,1243,460,121,1599,1584,30688,231130,1611,12718,331894,69823,401717,956.0,52.0
259,Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,MADHYA PRADESH,1455069,738241,716828,485090,340790,1267043,151071,3996,1353,175,29353,2078,67830,213825,3644,14905,266716,107151,373867,971.0,57.0
260,Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,MADHYA PRADESH,2365106,1225100,1140006,845572,596185,2268838,85414,1964,832,986,655,6417,45180,251132,3406,31194,523910,94489,618399,931.0,61.0
261,Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,MADHYA PRADESH,2378458,1256257,1122201,908607,637112,2198297,103480,5580,4146,991,62992,2972,68482,366494,4546,24811,448408,165507,613915,893.0,65.0
262,Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,MADHYA PRADESH,2228935,1157495,1071440,801051,570730,2158623,59471,2228,1163,364,3135,3951,55196,294702,3754,22751,461831,114173,576004,926.0,62.0
263,Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,MADHYA PRADESH,1311332,683743,627589,469208,311154,1163607,137980,1404,640,357,6232,1112,30868,212138,1566,11166,270427,59220,329647,918.0,60.0
264,Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,MADHYA PRADESH,1379131,695879,683252,485341,378853,1145052,79739,1857,360,7288,4982,139853,26893,228695,1182,10417,335045,47542,382587,982.0,63.0
265,Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,MADHYA PRADESH,1066063,540021,526042,348761,255433,997073,42426,2372,912,268,1737,21275,24255,113184,1733,10817,233594,57846,291440,974.0,57.0
266,Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,MADHYA PRADESH,1512681,780520,732161,543509,351103,1321003,174724,815,631,179,13755,1574,32204,232735,1382,10797,312611,73997,386608,938.0,59.0
267,Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,MADHYA PRADESH,687861,361784,326077,208201,119824,638702,41396,230,6387,201,379,566,11701,74770,273,5393,150146,26376,176522,901.0,48.0
268,Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,MADHYA PRADESH,1726050,919795,806255,573242,327604,1648749,51200,1117,7151,3421,12171,2241,35706,148128,1852,15304,367859,66759,434618,877.0,52.0
269,Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,MADHYA PRADESH,1127033,575912,551121,353030,247755,1077545,34419,511,128,92,93,14245,9569,102228,837,10790,250953,25916,276869,957.0,53.0
270,Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,MADHYA PRADESH,1445166,760355,684811,459353,288587,1383475,44143,588,251,109,15569,1031,21489,132725,1090,10899,322772,60220,382992,901.0,52.0
271,Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,MADHYA PRADESH,1986864,1016289,970575,730817,510173,1718204,233133,4659,3241,945,24622,2060,123526,323379,7501,27733,300765,188684,489449,955.0,62.0
272,Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,MADHYA PRADESH,644758,330674,314084,210907,145765,620515,15966,667,190,70,220,7130,12713,67975,839,6360,138100,29966,168066,950.0,55.0
273,Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,MADHYA PRADESH,1458875,769568,689307,512344,350574,1287391,149548,1313,914,295,18490,924,41617,181510,1926,12888,292579,83830,376409,896.0,59.0
274,Maharashtra,Akola,20.746310479041902,77.12122320359276,501,MAHARASHTRA,1813906,932334,881572,758977,652304,1107809,357253,4483,1504,328033,10205,4619,107463,314490,6163,24232,308158,196077,504235,946.0,78.0
275,Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,MAHARASHTRA,2888445,1480768,1407677,1207104,1044771,2055177,421410,7223,2242,383891,11360,7142,175917,512492,9438,36185,508921,272894,781815,951.0,78.0
276,Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,MAHARASHTRA,1200334,605520,594814,488709,411151,1009352,26502,2145,831,154458,1017,6029,55948,227025,2932,13165,283843,72575,356418,982.0,75.0
277,Maharashtra,Bid,18.952353340080982,75.69319706477731,523,MAHARASHTRA,2585049,1349106,1235943,987185,731322,2174672,320395,2097,824,68482,8719,9860,82098,402052,5614,29198,563114,135457,698571,916.0,66.0
278,Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,MAHARASHTRA,2586258,1337560,1248698,1048892,830982,1845424,354236,3531,1668,364229,12242,4928,103898,423036,4767,24877,575405,152787,728192,934.0,73.0
279,Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,MAHARASHTRA,2204307,1123834,1080473,872565,706050,1780085,92297,10701,5251,286734,3861,25378,172661,418666,8239,31419,451324,233331,684655,961.0,72.0
280,Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,MAHARASHTRA,2050862,1054031,996831,723388,570528,1825460,187901,3653,1422,13405,12818,6203,126138,315332,6065,27139,382777,146013,528790,946.0,63.0
281,Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,MAHARASHTRA,1322507,661554,660953,542837,461406,1153861,26157,1827,2160,125282,1568,11652,38044,239981,2866,13595,319702,66813,386515,999.0,76.0
282,Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,MAHARASHTRA,1177345,606294,571051,450551,340192,863199,127552,992,643,176679,5278,3002,27700,159114,1221,9676,242456,41913,284369,942.0,67.0
283,Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,MAHARASHTRA,4229917,2197365,2032552,1629223,1262659,3457615,560261,7091,3091,143865,27404,30590,350029,720791,14297,56775,796223,373565,1169788,925.0,68.0
284,Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,MAHARASHTRA,1959046,1011473,947573,699428,496095,1504641,274221,12542,1629,152540,9619,3854,60219,288895,3791,17236,404746,98084,502830,937.0,61.0
285,Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,MAHARASHTRA,3876001,1980658,1895343,1559760,1266085,3379906,286558,15573,1570,29766,154882,7746,340318,770005,22269,71879,796496,382818,1179314,957.0,73.0
286,Maharashtra,Latur,18.348687268993856,76.75812607802874,524,MAHARASHTRA,2454196,1273140,1181056,932432,718240,2006984,367664,2387,935,66535,6387,3304,96018,381722,6217,29758,428616,157016,585632,928.0,67.0
287,Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,MAHARASHTRA,4653570,2384975,2268595,1959220,1714588,3492202,390974,34667,20469,668050,24528,22680,599780,917626,57964,135750,430844,877522,1308366,951.0,79.0
288,Maharashtra,Nanded,19.209316983017,77.6829048951049,511,MAHARASHTRA,3361292,1730075,1631217,1255222,934203,2501741,471951,3902,13540,354189,5049,10920,116284,488748,7548,43055,591119,230563,821682,943.0,65.0
289,Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,MAHARASHTRA,1648295,833170,815125,512099,394410,1521618,96182,8467,685,4969,6191,10183,54335,186202,2579,17047,333440,71572,405012,978.0,55.0
290,Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,MAHARASHTRA,6107187,3157186,2950001,2397538,1947828,5237009,693052,23946,8912,94783,38212,11273,536781,904710,45039,138887,904661,764271,1668932,934.0,71.0
291,Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,MAHARASHTRA,1657576,861535,796041,644304,493506,1437623,178925,942,340,28216,4530,7000,49180,240042,3209,18183,367158,77832,444990,924.0,69.0
292,Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,MAHARASHTRA,1836086,942870,893216,666291,491523,1328385,306364,2081,1371,187899,6238,3748,59272,272486,3982,21196,293480,133759,427239,947.0,63.0
293,Maharashtra,Pune,18.51696171428573,74.12922881632647,521,MAHARASHTRA,9429408,4924105,4505303,3940210,3231513,8090254,673704,134192,27090,340404,127786,35978,1410448,1925019,235018,490260,1165718,2056739,3222457,915.0,76.0
294,Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,MAHARASHTRA,1615069,761121,853948,619012,580380,1307211,187197,1990,230,113467,3347,1627,100860,367352,7752,31062,538538,100824,639362,1122.0,74.0
295,Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,MAHARASHTRA,2822143,1435728,1386415,1121550,927917,2440312,239607,9098,1260,38210,87453,6203,227034,485126,13212,49056,626872,226801,853673,966.0,73.0
296,Maharashtra,Satara,17.6737908974359,74.18052064102558,527,MAHARASHTRA,3003741,1510842,1492899,1201034,1024660,2691952,146970,4408,1182,141315,12810,5104,271186,562653,14093,57423,774522,200949,975471,988.0,74.0
297,Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,MAHARASHTRA,849651,417332,432319,348289,317778,780384,26264,15471,219,24762,1046,1505,42540,194228,3517,15721,295847,44989,340836,1036.0,78.0
298,Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,MAHARASHTRA,4317756,2227852,2089904,1651266,1259410,3795424,441254,9882,1279,35497,28134,6286,248255,595560,15145,59296,779929,376302,1156231,938.0,67.0
299,Maharashtra,Thane,19.698767747440264,72.79882742564581,517,MAHARASHTRA,11060148,5865078,5195070,4591396,3635765,8716055,1355630,280700,39149,449617,172052,46945,1610460,2231800,256170,551643,713994,2904157,3618151,886.0,74.0
300,Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,MAHARASHTRA,1300774,668385,632389,552617,466841,1057096,53854,2696,2147,175417,5663,3901,114029,266155,4313,16260,268486,120218,388704,946.0,78.0
301,Maharashtra,Washim,20.282282394366213,77.25502394366208,502,MAHARASHTRA,1197160,620302,576858,487703,382214,859949,142672,1707,518,179330,8476,4508,36840,196022,1875,10757,274925,55921,330846,930.0,73.0
302,Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,MAHARASHTRA,2772348,1419965,1352383,1115980,906594,2251401,239236,4567,1596,249874,11422,14252,134500,446516,6094,29917,629243,168889,798132,952.0,73.0
303,Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,MANIPUR,237399,118782,118617,87313,69020,175102,18691,4264,56,76,16,39194,11393,34364,676,3447,34977,21172,56149,999.0,66.0
304,Manipur,Chandel,24.2635812987013,94.09443844155844,280,MANIPUR,144182,74579,69603,51053,39249,10810,3086,129049,136,400,59,642,1424,18764,184,1782,30377,3783,34160,933.0,63.0
305,Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,MANIPUR,274143,138820,135323,104013,91922,12034,2886,254979,152,495,87,3510,13371,29894,837,4496,52972,4853,57825,975.0,71.0
306,Manipur,Senapati,25.08465586034914,94.03366234413956,272,MANIPUR,479148,247323,231825,148012,116465,43833,1649,426819,140,2409,53,4245,2430,22798,256,2170,38008,1826,39834,937.0,55.0
307,Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,MANIPUR,140651,72371,68280,47403,37603,2995,589,134760,59,425,57,1766,1229,11541,125,1362,23982,4119,28101,943.0,60.0
308,Manipur,Thoubal,24.545392553191498,93.97959893617023,276,MANIPUR,422168,210845,211323,152617,116687,267146,107323,4322,106,114,24,43133,15994,49507,880,5110,65961,38302,104263,1002.0,64.0
309,Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,MANIPUR,183998,94718,89280,70148,59681,7553,1115,174112,108,635,70,405,1659,14026,276,2437,36084,5806,41890,943.0,71.0
310,Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,MEGHALAYA,317917,161223,156694,102513,89634,17272,3359,289708,56,1004,38,6480,1839,24550,288,2368,62698,11518,74216,972.0,60.0
311,Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,MEGHALAYA,825922,410749,415173,287270,290760,144935,14185,543394,2495,3111,303,117499,41496,135941,5032,19306,106248,108843,215091,1011.0,70.0
312,Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,MEGHALAYA,395124,196285,198839,87371,100156,12456,1646,271596,34,284,45,109063,7150,41677,510,4333,76546,7171,83717,1013.0,47.0
313,Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,MEGHALAYA,142334,73170,69164,45003,37059,7036,1050,132984,27,332,10,895,482,10940,179,1625,35930,3713,39643,945.0,58.0
314,Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,MEGHALAYA,643291,324159,319132,193438,165264,122936,106788,389956,209,3392,144,19866,10006,51301,1630,8872,139351,18594,157945,984.0,56.0
315,Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,MEGHALAYA,383461,193715,189746,117307,113371,6498,1533,366881,58,1313,38,7140,476,32873,149,2462,74832,12299,87131,980.0,60.0
316,Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,MIZORAM,400309,199270,201039,169547,171048,13249,5264,379134,105,1570,76,911,64710,79804,4019,21093,20570,80341,100911,1009.0,85.0
317,Mizoram,Champhai,23.54166580976866,93.24221799485862,284,MIZORAM,125745,63388,62357,51440,49362,1075,699,123446,9,151,45,320,9115,23948,186,2263,18395,12717,31112,984.0,80.0
318,Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,MIZORAM,83955,42918,41037,34147,31748,4000,4426,75210,16,108,2,193,8787,14853,367,1986,9669,12507,22176,956.0,78.0
319,Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,MIZORAM,117894,60599,57295,36444,26417,1668,522,63892,52,51549,122,89,5213,9283,162,1329,21993,5273,27266,945.0,53.0
320,Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,MIZORAM,161428,82891,78537,64515,56607,5231,1290,127124,74,27543,93,73,14037,26394,482,3725,21479,17315,38794,947.0,75.0
321,Mizoram,Mamit,23.73852942502819,92.4330803833147,281,MIZORAM,86364,44828,41536,32977,27214,2989,1782,69104,13,12328,25,123,4010,12158,90,1073,16726,4129,20855,927.0,70.0
322,Mizoram,Saiha,22.35744801061008,93.02827931034489,288,MIZORAM,56574,28594,27980,21861,20372,933,514,54977,11,102,4,33,4783,7400,168,1194,7043,5784,12827,979.0,75.0
323,Mizoram,Serchhip,23.263864705882344,92.914158496732,285,MIZORAM,64937,32851,32086,27598,26878,991,335,63444,6,60,9,92,5511,12315,131,987,7472,8018,15490,977.0,84.0
324,Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,NAGALAND,378811,197394,181417,150142,127895,108900,31212,234239,566,1270,2148,476,42378,71413,3303,12077,49116,62853,111969,919.0,73.0
325,Nagaland,Kohima,25.60311428571428,93.78600657596373,270,NAGALAND,267988,138966,129022,107038,90451,25496,4384,234955,998,1519,80,556,20712,50724,1928,7982,31845,44255,76100,928.0,74.0
326,Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,NAGALAND,194622,101092,93530,83479,76015,9840,2057,181847,78,442,66,292,7236,40154,537,2728,37536,17742,55278,925.0,82.0
327,Nagaland,Mon,26.69207374301676,95.03072988826828,261,NAGALAND,250260,131753,118507,67432,52194,8102,3444,236494,84,1256,314,566,1080,14398,178,2844,43607,7415,51022,899.0,48.0
328,Nagaland,Phek,25.63272986577182,94.56814563758392,266,NAGALAND,163418,83743,79675,57926,47967,3563,950,158224,31,350,17,283,2073,36182,170,1558,38903,7295,46198,951.0,65.0
329,Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,NAGALAND,196596,101933,94663,63653,53858,2979,1052,191864,27,572,5,97,773,24998,155,2251,40690,9451,50141,929.0,60.0
330,Nagaland,Wokha,26.202611551155112,94.1990815181518,264,NAGALAND,166343,84505,81838,67385,60823,5605,2043,158236,34,318,8,99,3228,25268,198,1757,38499,8170,46669,968.0,77.0
331,Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,NAGALAND,140757,71217,69540,53504,49377,2580,772,136995,39,286,6,79,1433,28846,261,2008,31267,6044,37311,976.0,73.0
332,Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,ORISSA,2320529,1185787,1134742,902359,718873,2197709,94254,6434,237,111,201,21583,36478,296834,7370,28289,601154,82440,683594,957.0,70.0
333,Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,ORISSA,1506337,760260,746077,596269,497871,1398543,104202,745,169,81,111,2486,15864,164636,2637,15609,373862,54244,428106,981.0,73.0
334,Orissa,Cuttack,20.407640646029623,85.7776810228802,381,ORISSA,2624470,1352760,1271710,1103033,908436,2457729,141263,11985,1026,6276,1180,5011,103177,349587,15046,40589,579529,210768,790297,940.0,77.0
335,Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,ORISSA,1192811,612593,580218,464093,365817,1185542,4805,727,124,366,39,1208,19846,117172,1810,10600,315390,36979,352369,947.0,70.0
336,Orissa,Gajapati,19.121080882352945,84.14015091911759,389,ORISSA,577817,282882,294935,153663,108874,353160,1556,219482,53,2180,66,1320,12035,63112,635,5523,152095,23050,175145,1043.0,45.0
337,Orissa,Ganjam,19.2632617564534,84.80297710437702,388,ORISSA,3529031,1779218,1749813,1262652,947398,3486059,13315,23975,590,174,170,4748,120191,405298,9049,41059,795476,219918,1015394,983.0,63.0
338,Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,ORISSA,579505,296690,282815,228092,177787,553587,12783,10462,1441,80,70,1082,18950,81433,2498,7555,103224,73962,177186,953.0,70.0
339,Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,ORISSA,1576869,787101,789768,484177,317859,1555367,4975,11160,796,175,1225,3171,17610,91171,1953,12622,456336,38412,494748,1003.0,51.0
340,Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,ORISSA,733110,359945,373165,233900,165886,580300,2138,148895,82,290,47,1358,6938,28736,768,6609,218446,24489,242935,1037.0,55.0
341,Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,ORISSA,1440361,717814,722547,579970,509295,1386792,50247,1423,169,62,52,1616,15879,173107,1628,11836,414749,23494,438243,1007.0,76.0
342,Orissa,Khordha,20.054162322274863,85.52234834123229,386,ORISSA,2251673,1167137,1084536,957515,792421,2147632,84060,12527,1264,475,476,5239,160277,349860,35701,75588,331834,356895,688729,929.0,78.0
343,Orissa,Koraput,18.82627794779476,82.81278469846964,398,ORISSA,1379647,678809,700838,340843,227247,1294151,8850,68550,518,219,491,6868,39631,85766,3988,17294,381789,78339,460128,1032.0,41.0
344,Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,ORISSA,613192,303624,309568,147001,97705,600219,1871,10039,213,43,195,612,4738,24604,448,3908,167884,15839,183723,1020.0,40.0
345,Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,ORISSA,2519738,1256213,1263525,794171,575226,2113079,33706,15008,661,162,109,357013,29031,140189,2950,17999,689110,64479,753589,1006.0,54.0
346,Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,ORISSA,962789,502636,460153,392333,296029,955754,5278,383,107,33,24,1210,11159,124984,1163,8278,261646,26688,288334,915.0,71.0
347,Orissa,Nuapada,20.471309512195116,82.59152536585364,394,ORISSA,610382,301962,308420,180903,118480,601092,4952,1778,724,76,905,855,6414,43976,757,4221,197258,11869,209127,1021.0,49.0
348,Orissa,Puri,19.83509174603177,85.86698989898981,387,ORISSA,1698730,865380,833350,704857,587082,1644905,46094,4239,193,243,94,2962,33331,201605,3416,16006,402014,72210,474224,963.0,76.0
349,Orissa,Rayagada,19.292840020060204,83.45860120361095,396,ORISSA,967911,471960,495951,241959,165776,874445,4607,84916,219,249,123,3352,24924,61543,1553,9166,237343,49205,286548,1051.0,42.0
350,Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,ORISSA,1041099,526877,514222,393192,310499,964188,20120,50637,2506,310,86,3252,33612,126498,5231,14521,220697,94798,315495,976.0,68.0
351,Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,ORISSA,2093437,1061147,1032290,750147,592175,1532352,71391,385011,5713,710,721,97539,77581,223537,12787,35024,387911,230151,618062,973.0,64.0
352,Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,PONDICHERRY,200222,97809,102413,79903,75013,152638,28835,18391,46,63,54,195,28366,47880,1868,4870,35618,33715,69333,1047.0,77.0
353,Puducherry,Mahe,12.006420793787758,75.28275021570326,636,PONDICHERRY,41816,19143,22673,16610,19860,27940,12856,958,3,21,14,24,3632,7150,574,1484,0,12110,12110,1184.0,87.0
354,Puducherry,Yanam,16.707695652173904,82.26187304347832,634,PONDICHERRY,55626,27301,28325,19919,19355,53537,1191,873,3,1,4,17,10399,12859,207,597,0,15519,15519,1038.0,71.0
